Year,Company,Model,Transmission,Kms_Driven,ownership,Fuel_Type,Passing,Area,Price
2016,Hyundai,Elite i20,Manual,71388,2nd Owner,Petrol,DL-10,New Delhi,505000
2018,Hyundai,Grand i10,Manual,34787,1st Owner,Petrol,DL-9C,Noida,517000
2015,Hyundai,Grand i10,Manual,63649,1st Owner,Petrol,KA-51,Bengaluru,486000
2015,Hyundai,Eon,Manual,82273,1st Owner,Petrol,MH-12,Navi Mumbai,271000
2021,Hyundai,GRAND I10 NIOS,Manual,82169,1st Owner,CNG,UP-32,Lucknow,645000
2019,Hyundai,Elite i20,Automatic,23897,2nd Owner,Petrol,PB-10,Chandigarh,780000
2013,Hyundai,i10,Manual,47325,1st Owner,Petrol,MH-12,Pune,314000
2016,Hyundai,Elite i20,Manual,59397,1st Owner,Petrol,DL-8C,New Delhi,558000
2019,Hyundai,Elite i20,Manual,46580,2nd Owner,Petrol,TN-14,Coimbatore,667000
2019,Hyundai,NEW SANTRO,Manual,27153,2nd Owner,Petrol,RJ-36,Jaipur,486000
2015,Hyundai,Grand i10,Manual,60817,2nd Owner,Petrol,TS-08,Hyderabad,475000
2016,Hyundai,Verna,Manual,61988,1st Owner,Diesel,WB-02,Kolkata,577000
2014,Hyundai,Grand i10,Manual,95138,1st Owner,Petrol,WB-02,Kolkata,300350
2016,Hyundai,Creta,Manual,113371,1st Owner,Diesel,TS-08,Hyderabad,848000
2011,Hyundai,i20,Manual,109956,1st Owner,Petrol,HR-26,Gurugram,224000
2019,Hyundai,Grand i10,Manual,24337,2nd Owner,Petrol,TS-08,Hyderabad,542000
2019,Hyundai,NEW SANTRO,Manual,34284,1st Owner,CNG,DL-8C,New Delhi,533000
2017,Hyundai,Verna,Manual,79501,1st Owner,Diesel,KA-05,Bengaluru,905000
2018,Hyundai,Elite i20,Manual,78662,1st Owner,CNG,HR-36,New Delhi,574000
2019,Hyundai,Verna,Manual,37640,1st Owner,Diesel,HR-51,Faridabad,946000
2016,Hyundai,i10,Manual,56915,3rd Owner,Petrol,WB-08,Kolkata,283000
2016,Hyundai,Creta,Manual,62663,2nd Owner,Petrol,DL-9C,New Delhi,722000
2017,Hyundai,Creta,Manual,92930,1st Owner,Petrol,TN-12,Chennai,749000
2020,Hyundai,NEW I20,Manual,34139,1st Owner,Petrol,UP-62,Lucknow,706000
2020,Hyundai,NEW SANTRO,Manual,30820,1st Owner,CNG,MH-12,Pune,549000
2019,Hyundai,NEW SANTRO,Manual,31991,2nd Owner,Petrol,KL-55,Kochi,393000
2017,Hyundai,Elite i20,Manual,26195,1st Owner,Petrol,KA-04,Bengaluru,706000
2014,Hyundai,Grand i10,Manual,51461,1st Owner,Petrol,MH-12,Pune,510000
2019,Hyundai,Grand i10,Manual,46210,2nd Owner,Petrol,KL-73,Kochi,430000
2021,Hyundai,VENUE,Manual,11936,1st Owner,Petrol,UP-32,Ghaziabad,1017000
2018,Hyundai,Verna,Manual,61109,1st Owner,Diesel,DL-8C,Noida,980000
2021,Hyundai,NEW I20,Automatic,40429,2nd Owner,Petrol,KA-16,Bengaluru,1011000
2015,Hyundai,Grand i10,Manual,75415,2nd Owner,Petrol,RJ-14,Mansarovar,429000
2016,Hyundai,Creta,Automatic,78347,2nd Owner,Diesel,MH-02,Mumbai,885000
2016,Hyundai,i20 Active,Manual,26452,1st Owner,Petrol,TN-22,Chennai,659000
2017,Hyundai,Elite i20,Manual,41003,1st Owner,Petrol,KA-02,Bengaluru,688000
2014,Hyundai,i10,Manual,50789,3rd Owner,Petrol,RJ-23,Mansarovar,309000
2018,Hyundai,Eon,Manual,17550,1st Owner,Petrol,MH-12,Pune,369000
2013,Hyundai,i10,Manual,62049,1st Owner,Petrol,MH-03,Pune,259000
2014,Hyundai,i10,Manual,60541,2nd Owner,Petrol,TN-14,Chennai,335000
2019,Hyundai,NEW SANTRO,Manual,68967,1st Owner,Petrol,KA-42,Bengaluru,432000
2015,Hyundai,Elite i20,Manual,21693,1st Owner,Petrol,DL-10,Ghaziabad,570000
2016,Hyundai,Grand i10,Manual,42434,1st Owner,Petrol,TS-07,Hyderabad,504000
2015,Hyundai,Grand i10,Manual,70107,3rd Owner,Petrol,MH-12,Pune,388000
2015,Hyundai,i10,Manual,76938,1st Owner,Petrol,KA-01,Bengaluru,398800
2020,Hyundai,Creta,Manual,60328,2nd Owner,Petrol,TN-74,Chennai,1101000
2018,Hyundai,Grand i10,Manual,35828,1st Owner,Petrol,UP-32,Ghaziabad,519000
2018,Hyundai,Grand i10,Manual,96534,1st Owner,Petrol,RJ-45,Mansarovar,431000
2019,Hyundai,NEW SANTRO,Manual,147,2nd Owner,Petrol,MH-12,Pune,531000
2019,Hyundai,NEW SANTRO,Manual,64350,1st Owner,Petrol,TN-85,Chennai,505000
2016,Hyundai,Elite i20,Manual,54708,1st Owner,Petrol,TS-08,Hyderabad,694000
2017,Hyundai,Verna,Automatic,77112,1st Owner,Petrol,KA-51,Bengaluru,851000
2013,Hyundai,Grand i10,Manual,96895,1st Owner,Petrol,DL-7C,Noida,303000
2017,Hyundai,Grand i10,Automatic,38635,1st Owner,Petrol,TS-08,Hyderabad,606000
2016,Hyundai,i10,Manual,79917,1st Owner,Petrol,KA-05,Bengaluru,384000
2017,Hyundai,Grand i10,Automatic,13484,1st Owner,Petrol,TS-08,Hyderabad,634000
2012,Hyundai,i10,Manual,55483,2nd Owner,Petrol,MH-14,Pune,281000
2020,Hyundai,GRAND I10 NIOS,Automatic,18244,1st Owner,Petrol,UP-78,Lucknow,603000
2012,Hyundai,i10,Manual,26069,1st Owner,Petrol,MH-12,Pune,290000
2016,Hyundai,Grand i10,Manual,19397,1st Owner,Petrol,MH-46,Nasik,496000
2020,Hyundai,GRAND I10 NIOS,Manual,33659,1st Owner,Petrol,PB-65,Ludhiana,573000
2016,Hyundai,Creta,Manual,52891,1st Owner,Petrol,MH-47,Mumbai,733000
2016,Hyundai,Grand i10,Manual,46019,2nd Owner,Petrol,TN-01,Chennai,430000
2018,Hyundai,Grand i10,Manual,39525,2nd Owner,Petrol,HR-13,Gurugram,453000
2016,Hyundai,Grand i10,Automatic,30527,1st Owner,Petrol,MP-04,Lasudia Mori,472000
2015,Hyundai,Grand i10,Automatic,49048,2nd Owner,Petrol,DL-12,Gurugram,432500
2017,Hyundai,Grand i10,Manual,28327,1st Owner,Petrol,KA-53,Bengaluru,541000
2014,Hyundai,Elite i20,Manual,101010,2nd Owner,CNG,MH-04,Nagpur,476000
2019,Hyundai,Verna,Automatic,52144,2nd Owner,Petrol,TN-73,Coimbatore,948000
2020,Hyundai,VENUE,Manual,50646,1st Owner,Petrol,TS-08,Hyderabad,929000
2018,Hyundai,Elite i20,Manual,55860,1st Owner,Petrol,HR-26,Gurugram,704000
2017,Hyundai,Eon,Manual,39577,1st Owner,Petrol,PB-08,Chandigarh,319000
2016,Hyundai,Elite i20,Manual,63842,1st Owner,Petrol,TN-22,Chennai,629000
2011,Hyundai,i10,Manual,49226,2nd Owner,Petrol,KA-03,Bengaluru,309000
2014,Hyundai,Grand i10,Automatic,30233,3rd Owner,Petrol,DL-12,New Delhi,371000
2015,Hyundai,Eon,Manual,43724,1st Owner,Petrol,KA-19,Bengaluru,299000
2020,Hyundai,NEW SANTRO,Manual,22380,2nd Owner,Petrol,MP-04,Lasudia Mori,438000
2014,Hyundai,i20,Manual,53014,1st Owner,Petrol,GJ-13,Ahmedabad,429000
2018,Hyundai,NEW SANTRO,Manual,53605,1st Owner,Petrol,KA-01,Bengaluru,489650
2015,Hyundai,Grand i10,Manual,92259,1st Owner,CNG,GJ-05,Surat,425000
2014,Hyundai,i20,Manual,96999,1st Owner,Petrol,MH-14,Pune,449000
2020,Hyundai,NEW SANTRO,Manual,39729,1st Owner,Petrol,DL-11,Gurugram,426000
2018,Hyundai,Elite i20,Manual,30264,1st Owner,Petrol,GJ-01,Ahmedabad,695000
2018,Hyundai,NEW SANTRO,Automatic,26632,1st Owner,Petrol,TS-11,Hyderabad,571000
2013,Hyundai,i20,Manual,61276,1st Owner,Petrol,KA-22,Bengaluru,421000
2015,Hyundai,Elite i20,Manual,71332,1st Owner,Petrol,KA-04,Bengaluru,533000
2011,Hyundai,i10,Manual,23029,1st Owner,Petrol,KA-03,Bengaluru,341000
2019,Hyundai,Creta,Manual,15589,1st Owner,Petrol,DL-12,New Delhi,1056000
2014,Hyundai,Xcent,Manual,66211,1st Owner,Petrol,KL-07,Kochi,401000
2012,Hyundai,i10,Manual,49341,1st Owner,Petrol,AP-28,Hyderabad,322000
2022,Hyundai,GRAND I10 NIOS,Manual,15122,1st Owner,Petrol,HR-03,Chandigarh,614000
2017,Hyundai,Grand i10,Manual,18470,2nd Owner,Petrol,TN-02,Chennai,479000
2011,Hyundai,i10,Automatic,71144,2nd Owner,Petrol,MH-02,Pune,296000
2017,Hyundai,Grand i10,Manual,45074,1st Owner,Petrol,PB-65,Ludhiana,504000
2021,Hyundai,Verna,Automatic,43353,1st Owner,Petrol,KA-05,Bengaluru,1298000
2020,Hyundai,Elite i20,Manual,23664,2nd Owner,Petrol,KA-01,Bengaluru,782000
2019,Hyundai,Elite i20,Manual,18784,1st Owner,Petrol,MH-14,Pune,711000
2019,Hyundai,Elite i20,Manual,62596,1st Owner,Petrol,PB-91,Chandigarh,685000
2016,Hyundai,Creta,Manual,71521,1st Owner,Petrol,WB-02,Kolkata,677000
2015,Hyundai,Grand i10,Manual,95963,2nd Owner,Petrol,TS-07,Hyderabad,445000
2018,Hyundai,i20 Active,Manual,71817,1st Owner,Petrol,TS-08,Hyderabad,736000
2019,Hyundai,NEW SANTRO,Manual,34580,1st Owner,Petrol,BR-01,Patna,442000
2017,Hyundai,Elite i20,Manual,37701,1st Owner,Petrol,DL-1C,Ghaziabad,512000
2020,Hyundai,GRAND I10 NIOS,Automatic,7715,1st Owner,Petrol,TN-18,Chennai,704000
2017,Hyundai,Creta,Automatic,24459,2nd Owner,Petrol,KA-51,Bengaluru,1061000
2017,Hyundai,Grand i10,Manual,31604,1st Owner,Petrol,DL-6C,New Delhi,497000
2013,Hyundai,Santro Xing,Manual,6111,2nd Owner,Petrol,MH-43,Pune,226000
2018,Hyundai,Grand i10,Manual,40235,2nd Owner,Petrol,TS-07,Hyderabad,535000
2016,Hyundai,Creta,Automatic,80837,2nd Owner,Petrol,MH-43,Mumbai,835000
2019,Hyundai,GRAND I10 NIOS,Manual,65372,1st Owner,Petrol,MH-35,Nagpur,700000
2017,Hyundai,Creta,Automatic,82642,2nd Owner,Diesel,GJ-01,Ahmedabad,1029000
2014,Hyundai,Elite i20,Manual,45425,2nd Owner,Petrol,MH-01,Mumbai,526000
2015,Hyundai,i20 Active,Manual,60461,2nd Owner,Petrol,HR-51,New Delhi,520000
2021,Hyundai,NEW I20,Manual,22423,1st Owner,Petrol,RJ-45,Mansarovar,703000
2019,Hyundai,GRAND I10 NIOS,Manual,42299,2nd Owner,Petrol,UP-15,Lucknow,506000
2019,Hyundai,Grand i10,Manual,20136,1st Owner,Petrol,WB-12,Kolkata,515000
2021,Hyundai,ALCAZAR,Automatic,26541,1st Owner,Diesel,GJ-05,Surat,1939000
2018,Hyundai,Grand i10,Manual,26136,2nd Owner,Petrol,KA-09,Bengaluru,618000
2022,Hyundai,AURA,Manual,4417,1st Owner,Petrol,KA-51,Bengaluru,799250
2013,Hyundai,i20,Manual,32679,2nd Owner,Petrol,DL-3C,Gurugram,355000
2016,Hyundai,New Elantra,Automatic,75545,1st Owner,Petrol,MH-01,Mumbai,947000
2016,Hyundai,Elite i20,Manual,53789,1st Owner,Petrol,KA-53,Bengaluru,706000
2015,Hyundai,Elite i20,Manual,90327,1st Owner,Diesel,TS-08,Hyderabad,547000
2016,Hyundai,Grand i10,Manual,26923,1st Owner,Petrol,KA-03,Bengaluru,522000
2020,Hyundai,GRAND I10 NIOS,Automatic,29284,1st Owner,Petrol,GJ-01,Ahmedabad,713000
2016,Hyundai,Elite i20,Manual,48648,2nd Owner,Petrol,TN-07,Chennai,652000
2021,Hyundai,GRAND I10 NIOS,Manual,12295,1st Owner,CNG,MH-43,Pune,689000
2018,Hyundai,Xcent,Automatic,39429,2nd Owner,Petrol,MH-01,Nagpur,574000
2016,Hyundai,Grand i10,Manual,32594,1st Owner,Petrol,HR-26,Gurugram,461000
2020,Hyundai,Grand i10,Manual,16996,1st Owner,Petrol,UP-32,Lucknow,540000
2015,Hyundai,Grand i10,Manual,60607,1st Owner,Petrol,WB-02,Kolkata,337350
2019,Hyundai,NEW SANTRO,Automatic,27275,2nd Owner,Petrol,MP-09,Lasudia Mori,528000
2019,Hyundai,Elite i20,Manual,40424,1st Owner,Petrol,TS-07,Hyderabad,727000
2017,Hyundai,Verna,Manual,70916,1st Owner,Petrol,GJ-01,Ahmedabad,896000
2011,Hyundai,i10,Automatic,69532,1st Owner,Petrol,KA-05,Bengaluru,343000
2019,Hyundai,GRAND I10 NIOS,Manual,22179,1st Owner,Petrol,UP-67,Lucknow,606000
2016,Hyundai,Elite i20,Manual,115440,1st Owner,Diesel,GJ-27,Ahmedabad,603000
2016,Hyundai,Eon,Manual,53055,1st Owner,Petrol,MP-04,Lasudia Mori,318000
2018,Hyundai,Elite i20,Manual,91441,1st Owner,Diesel,TS-28,Hyderabad,757000
2019,Hyundai,NEW SANTRO,Manual,12713,1st Owner,Petrol,UP-78,Lucknow,444000
2019,Hyundai,Grand i10,Manual,46622,2nd Owner,Petrol,TN-60,Chennai,501000
2018,Hyundai,Elite i20,Manual,97017,2nd Owner,Diesel,TS-13,Hyderabad,692000
2020,Hyundai,NEW SANTRO,Manual,49799,2nd Owner,CNG,MH-12,Pune,620000
2019,Hyundai,Creta,Manual,48657,1st Owner,Petrol,HR-26,Faridabad,1007000
2017,Hyundai,i20 Active,Manual,61047,2nd Owner,Petrol,MH-43,Mumbai,577000
2018,Hyundai,Grand i10,Manual,15290,2nd Owner,Petrol,HR-51,Gurugram,469000
2015,Hyundai,Grand i10,Manual,110190,1st Owner,Petrol,WB-20,Kolkata,316000
2016,Hyundai,Elite i20,Manual,90213,2nd Owner,Petrol,KA-05,Bengaluru,613000
2010,Hyundai,i10,Manual,82416,1st Owner,Petrol,KA-03,Bengaluru,291000
2014,Hyundai,Elite i20,Manual,47140,1st Owner,Diesel,TS-09,Hyderabad,591000
2016,Hyundai,Grand i10,Automatic,51086,1st Owner,Petrol,KA-05,Bengaluru,523000
2020,Hyundai,AURA,Manual,21923,1st Owner,Petrol,TN-03,Chennai,672000
2019,Hyundai,Elite i20,Manual,63297,1st Owner,Diesel,MP-41,Lasudia Mori,719000
2017,Hyundai,Elite i20,Manual,55378,1st Owner,Petrol,KA-53,Bengaluru,614000
2020,Hyundai,VENUE,Manual,81265,1st Owner,Diesel,BR-06,Patna,861000
2017,Hyundai,Elite i20,Manual,25440,1st Owner,Petrol,MH-05,Mumbai,547000
2016,Hyundai,Grand i10,Manual,52263,1st Owner,Petrol,MH-31,Nagpur,441000
2018,Hyundai,Elite i20,Manual,74363,1st Owner,Petrol,PB-10,Chandigarh,589000
2015,Hyundai,Grand i10,Manual,60794,1st Owner,Petrol,GJ-01,Ahmedabad,482000
2015,Hyundai,Grand i10,Manual,92466,1st Owner,Petrol,KA-01,Bengaluru,412000
2016,Hyundai,Creta,Manual,34687,1st Owner,Petrol,DL-7C,New Delhi,768000
2016,Hyundai,Grand i10,Manual,79736,1st Owner,Petrol,UP-14,Ghaziabad,446000
2017,Hyundai,Grand i10,Manual,28749,1st Owner,Petrol,DL-8C,New Delhi,494000
2019,Hyundai,Elite i20,Automatic,56099,1st Owner,Petrol,TS-07,Hyderabad,791000
2019,Hyundai,GRAND I10 NIOS,Automatic,39162,1st Owner,Petrol,CH-01,Chandigarh,685000
2017,Hyundai,Grand i10,Manual,85374,1st Owner,Petrol,RJ-14,Mansarovar,418000
2016,Hyundai,Verna,Automatic,41188,1st Owner,Petrol,MH-01,Mumbai,729000
2018,Hyundai,NEW SANTRO,Manual,23117,2nd Owner,Petrol,MP-09,Lasudia Mori,513000
2016,Hyundai,Verna,Manual,104996,2nd Owner,Petrol,HR-26,Faridabad,634000
2021,Hyundai,GRAND I10 NIOS,Manual,45416,1st Owner,Petrol,TN-49,Chennai,671000
2021,Hyundai,NEW SANTRO,Manual,16502,1st Owner,Petrol,KA-14,Bengaluru,520000
2015,Hyundai,Grand i10,Manual,61337,1st Owner,Petrol,WB-02,Kolkata,316000
2013,Hyundai,Grand i10,Manual,84969,2nd Owner,Diesel,AP-28,Hyderabad,414000
2016,Hyundai,Grand i10,Manual,48026,1st Owner,Petrol,KA-02,Bengaluru,522000
2017,Hyundai,Creta,Manual,61139,2nd Owner,Petrol,KA-53,Bengaluru,982000
2018,Hyundai,Grand i10,Manual,47633,2nd Owner,CNG,DL-8C,Gurugram,470000
2014,Hyundai,Elite i20,Manual,44008,1st Owner,Petrol,KA-51,Bengaluru,578000
2016,Hyundai,Elite i20,Manual,75747,1st Owner,Diesel,TS-08,Hyderabad,634000
2018,Hyundai,Eon,Manual,26726,1st Owner,Petrol,MH-46,Mumbai,374000
2017,Hyundai,Elite i20,Manual,22447,1st Owner,Petrol,MH-12,Navi Mumbai,640000
2019,Hyundai,VENUE,Manual,40185,1st Owner,Petrol,KA-51,Bengaluru,927000
2016,Hyundai,Elite i20,Automatic,60937,1st Owner,Petrol,UP-16,Noida,702000
2017,Hyundai,Grand i10,Manual,40108,1st Owner,Petrol,MH-14,Pune,524000
2021,Hyundai,GRAND I10 NIOS,Manual,50380,1st Owner,CNG,DL-9C,New Delhi,644000
2016,Hyundai,Creta,Manual,31359,1st Owner,Petrol,KA-05,Bengaluru,986000
2022,Hyundai,NEW SANTRO,Manual,25586,1st Owner,CNG,UP-32,Lucknow,564000
2017,Hyundai,Grand i10,Manual,28388,2nd Owner,Petrol,GJ-31,Ahmedabad,477000
2014,Hyundai,i20,Manual,39078,1st Owner,Petrol,KA-53,Bengaluru,550000
2019,Hyundai,Grand i10,Automatic,34886,2nd Owner,Petrol,MH-12,Pune,651000
2014,Hyundai,i20,Manual,55829,2nd Owner,Petrol,KA-53,Bengaluru,473000
2015,Hyundai,i20 Active,Manual,95852,2nd Owner,Petrol,MH-31,Mumbai,506000
2014,Hyundai,Grand i10,Automatic,102126,1st Owner,Petrol,DL-12,New Delhi,381000
2021,Hyundai,GRAND I10 NIOS,Manual,43570,1st Owner,CNG,MH-43,Mumbai,684000
2016,Hyundai,Creta,Manual,95696,1st Owner,Petrol,DL-10,Noida,733000
2017,Hyundai,Xcent,Manual,65109,1st Owner,Petrol,GJ-05,Surat,536000
2020,Hyundai,VENUE,Automatic,68413,1st Owner,Petrol,KA-29,Bengaluru,1050000
2017,Hyundai,Grand i10,Manual,15238,1st Owner,Petrol,DL-4C,Noida,461000
2018,Hyundai,Elite i20,Manual,69510,1st Owner,Diesel,TS-08,Hyderabad,749000
2020,Hyundai,Elite i20,Manual,43973,1st Owner,Petrol,RJ-45,Mansarovar,637000
2015,Hyundai,Grand i10,Manual,70374,1st Owner,Petrol,KA-19,Bengaluru,444000
2019,Hyundai,Grand i10,Manual,108945,1st Owner,CNG,GJ-01,Ahmedabad,524000
2012,Hyundai,i10,Manual,57352,2nd Owner,Petrol,AP-28,Hyderabad,318000
2016,Hyundai,Verna,Automatic,34108,1st Owner,Petrol,KA-04,Bengaluru,733000
2017,Hyundai,Elite i20,Manual,83768,1st Owner,Petrol,DL-9C,Noida,502000
2013,Hyundai,Grand i10,Manual,77763,3rd Owner,Petrol,TN-11,Chennai,360000
2012,Hyundai,i10,Automatic,31474,1st Owner,Petrol,KA-50,Bengaluru,398000
2021,Hyundai,NEW I20,Manual,1830,1st Owner,Petrol,PB-02,Chandigarh,700000
2018,Hyundai,Verna,Manual,47446,1st Owner,Petrol,TN-01,Chennai,851000
2016,Hyundai,Elite i20,Manual,74930,1st Owner,Petrol,HR-02,Faridabad,554000
2019,Hyundai,NEW SANTRO,Manual,19216,1st Owner,Petrol,TS-13,Hyderabad,515000
2016,Hyundai,Grand i10,Manual,49548,1st Owner,Petrol,HR-26,New Delhi,459000
2020,Hyundai,Elite i20,Manual,40556,1st Owner,Petrol,TN-91,Chennai,723000
2010,Hyundai,i10,Manual,54998,1st Owner,Petrol,KA-51,Bengaluru,280000
2020,Hyundai,VENUE,Manual,11925,1st Owner,Petrol,BR-01,Patna,1021000
2013,Hyundai,Grand i10,Manual,67389,1st Owner,Petrol,MH-02,Mumbai,347000
2017,Hyundai,Grand i10,Manual,17427,1st Owner,Petrol,DL-4C,New Delhi,483000
2017,Hyundai,Creta,Automatic,43503,2nd Owner,Petrol,TN-10,Chennai,941000
2015,Hyundai,Elite i20,Manual,62978,3rd Owner,Petrol,TN-09,Chennai,539000
2014,Hyundai,Grand i10,Manual,38490,1st Owner,Petrol,MH-02,Mumbai,369000
2019,Hyundai,NEW SANTRO,Manual,45490,1st Owner,Petrol,TN-37,Coimbatore,469000
2015,Hyundai,Elite i20,Manual,47753,2nd Owner,Petrol,MH-46,Navi Mumbai,470000
2016,Hyundai,Elite i20,Manual,62950,2nd Owner,Petrol,MP-04,Lasudia Mori,531000
2015,Hyundai,Eon,Manual,79097,1st Owner,Petrol,KL-07,Kochi,224000
2014,Hyundai,Elite i20,Manual,76697,3rd Owner,Diesel,TN-02,Chennai,520000
2020,Hyundai,NEW SANTRO,Manual,18088,2nd Owner,CNG,HR-26,Faridabad,558000
2015,Hyundai,Grand i10,Manual,50124,2nd Owner,Petrol,MP-04,Lasudia Mori,426000
2018,Hyundai,Grand i10,Manual,46632,1st Owner,Petrol,TS-10,Hyderabad,549000
2017,Hyundai,Creta,Manual,96639,1st Owner,Petrol,DL-12,New Delhi,786000
2012,Hyundai,i20,Manual,59553,2nd Owner,Petrol,MH-12,Pune,357000
2019,Hyundai,Creta,Automatic,80459,1st Owner,Diesel,UP-14,New Delhi,1100000
2020,Hyundai,NEW SANTRO,Manual,85312,1st Owner,CNG,UP-32,Lucknow,491000
2020,Hyundai,GRAND I10 NIOS,Automatic,37706,1st Owner,Petrol,TS-09,Hyderabad,782000
2018,Hyundai,Elite i20,Manual,41245,2nd Owner,Petrol,MH-04,Mumbai,579000
2018,Hyundai,Elite i20,Manual,22237,1st Owner,Petrol,GJ-01,Ahmedabad,645000
2020,Hyundai,GRAND I10 NIOS,Manual,39269,1st Owner,Petrol,MP-09,Lasudia Mori,548000
2019,Hyundai,Elite i20,Manual,9169,2nd Owner,Petrol,MH-04,Mumbai,609000
2011,Hyundai,i10,Manual,63525,1st Owner,Petrol,MH-14,Pune,268000
2014,Hyundai,Grand i10,Manual,29575,1st Owner,Petrol,TN-22,Chennai,413000
2018,Hyundai,Grand i10,Automatic,18461,1st Owner,Petrol,KA-03,Bengaluru,709000
2016,Hyundai,Elite i20,Manual,24616,1st Owner,Petrol,DL-7C,New Delhi,548000
2017,Hyundai,Grand i10,Manual,76507,1st Owner,Petrol,DL-10,Noida,438000
2019,Hyundai,VENUE,Automatic,39413,1st Owner,Petrol,GJ-38,Ahmedabad,932000
2013,Hyundai,i20,Manual,78698,2nd Owner,Petrol,DL-12,New Delhi,291000
2020,Hyundai,NEW I20,Manual,12122,1st Owner,Petrol,TN-07,Chennai,808000
2019,Hyundai,NEW SANTRO,Manual,43415,1st Owner,CNG,MH-04,Mumbai,494000
2019,Hyundai,NEW SANTRO,Manual,30327,1st Owner,Petrol,MH-12,Pune,476000
2019,Hyundai,NEW SANTRO,Manual,57062,1st Owner,Petrol,PB-27,Ludhiana,429000
2012,Hyundai,i10,Automatic,82143,2nd Owner,Petrol,KA-03,Bengaluru,349000
2020,Hyundai,Creta,Automatic,30751,1st Owner,Petrol,GJ-01,Ahmedabad,1684000
2019,Hyundai,NEW SANTRO,Manual,57656,1st Owner,CNG,MH-46,Pune,482000
2018,Hyundai,Elite i20,Manual,92792,1st Owner,Petrol,HR-03,Chandigarh,598000
2010,Hyundai,i10,Manual,80897,1st Owner,Petrol,MP-09,Lasudia Mori,252000
2019,Hyundai,Elite i20,Manual,56593,1st Owner,Petrol,MH-14,Nagpur,605000
2020,Hyundai,VENUE,Manual,9564,1st Owner,Petrol,DL-12,New Delhi,801000
2020,Hyundai,AURA,Manual,35860,1st Owner,Petrol,UP-53,Noida,773000
2019,Hyundai,Grand i10,Manual,25714,1st Owner,Petrol,GJ-03,Rajkot,567000
2021,Hyundai,VENUE,Automatic,42346,1st Owner,Petrol,BR-01,Patna,1114000
2021,Hyundai,GRAND I10 NIOS,Automatic,35060,1st Owner,Petrol,TS-08,Hyderabad,749000
2015,Hyundai,Elite i20,Manual,46133,2nd Owner,Petrol,DL-12,New Delhi,469000
2019,Hyundai,Elite i20,Manual,32175,1st Owner,Petrol,UP-32,Lucknow,646000
2017,Hyundai,Elite i20,Manual,37369,1st Owner,Petrol,TS-07,Hyderabad,681000
2016,Hyundai,Elite i20,Manual,29220,2nd Owner,Petrol,MH-02,Mumbai,523000
2013,Hyundai,i10,Automatic,53812,3rd Owner,Petrol,MH-12,Pune,316000
2018,Hyundai,Grand i10,Manual,56587,2nd Owner,Petrol,GJ-01,Ahmedabad,482000
2019,Hyundai,NEW SANTRO,Manual,59985,1st Owner,Petrol,TN-19,Chennai,521000
2017,Hyundai,Tucson New,Manual,53047,2nd Owner,Petrol,HR-26,Gurugram,1154000
2015,Hyundai,Elite i20,Manual,78240,1st Owner,Petrol,MH-05,Mumbai,501000
2020,Hyundai,NEW SANTRO,Manual,25560,1st Owner,Petrol,BR-01,Patna,457000
2017,Hyundai,Elite i20,Manual,51181,1st Owner,Petrol,KA-51,Bengaluru,667000
2016,Hyundai,i10,Manual,42444,1st Owner,Petrol,KA-51,Bengaluru,396000
2018,Hyundai,Grand i10,Manual,61189,1st Owner,Petrol,MP-15,Lasudia Mori,443000
2017,Hyundai,Creta,Automatic,99215,1st Owner,Diesel,TS-02,Hyderabad,1154000
2018,Hyundai,NEW SANTRO,Automatic,76855,2nd Owner,Petrol,KA-05,Bengaluru,499000
2011,Hyundai,i10,Automatic,69378,1st Owner,Petrol,KA-51,Bengaluru,332000
2016,Hyundai,Elite i20,Manual,20262,1st Owner,Petrol,GJ-18,Ahmedabad,600600
2019,Hyundai,NEW SANTRO,Manual,33244,1st Owner,Petrol,MP-04,Lasudia Mori,430000
2013,Hyundai,Grand i10,Manual,107737,2nd Owner,Petrol,MH-02,Mumbai,348000
2017,Hyundai,Creta,Automatic,93563,1st Owner,Petrol,KA-01,Bengaluru,962000
2017,Hyundai,Grand i10,Manual,25091,1st Owner,Petrol,DL-10,Noida,460800
2017,Hyundai,Verna,Manual,82196,1st Owner,Petrol,TN-07,Chennai,717000
2020,Hyundai,GRAND I10 NIOS,Automatic,10335,1st Owner,Petrol,TS-08,Hyderabad,760000
2012,Hyundai,i10,Manual,59621,2nd Owner,Petrol,AP-29,Hyderabad,310000
2012,Hyundai,i10,Manual,24918,2nd Owner,Petrol,MH-02,Pune,269000
2019,Hyundai,VENUE,Automatic,76548,2nd Owner,Petrol,TN-05,Chennai,891000
2013,Hyundai,i10,Manual,57078,2nd Owner,Petrol,AP-13,Hyderabad,359000
2019,Hyundai,GRAND I10 NIOS,Manual,25272,1st Owner,Petrol,TS-08,Hyderabad,655000
2017,Hyundai,Grand i10,Manual,34006,1st Owner,Petrol,UP-16,Ghaziabad,490000
2014,Hyundai,Grand i10,Manual,33372,1st Owner,Petrol,KA-02,Bengaluru,463000
2017,Hyundai,Elite i20,Manual,25678,1st Owner,Petrol,TN-85,Chennai,659000
2013,Hyundai,i10,Automatic,91279,2nd Owner,Petrol,KA-03,Bengaluru,349000
2017,Hyundai,Elite i20,Manual,22808,2nd Owner,Petrol,TS-12,Hyderabad,630000
