Year,Company,Model,Transmission,Kms_Driven,ownership,Fuel_Type,Passing,Area,Price
2021,Maruti,Alto,Manual,17843,2nd Owner,Petrol,KA-01,Bengaluru,404000
2011,Hyundai,i10,Manual,70681,1st Owner,Petrol,KA-03,Bengaluru,317000
2014,Honda,Brio,Automatic,26015,1st Owner,Petrol,MH-02,Pune,439000
2017,Honda,Jazz,Manual,40073,2nd Owner,Petrol,KA-03,Bengaluru,712000
2018,Volkswagen,Polo,Manual,63221,2nd Owner,Petrol,GJ-05,Surat,531000
2017,Maruti,Wagon R 1.0,Manual,75047,1st Owner,Petrol,DL-1C,Ghaziabad,337000
2019,Honda,WR-V,Manual,38273,2nd Owner,Petrol,UP-85,Noida,675200
2015,Maruti,Ciaz,Manual,79125,1st Owner,Petrol,GJ-01,Ahmedabad,580000
2018,Hyundai,Elite i20,Manual,86925,1st Owner,Diesel,GJ-36,Rajkot,741000
2017,Maruti,Baleno,Manual,89581,1st Owner,Petrol,TS-05,Hyderabad,646000
2017,Maruti,Celerio,Manual,40997,2nd Owner,Petrol,KA-03,Bengaluru,456000
2021,Renault,Kiger,Manual,19706,2nd Owner,Petrol,RJ-18,Mansarovar,786000
2020,KIA,SELTOS,Manual,23979,1st Owner,Petrol,KA-01,Bengaluru,1552000
2018,Maruti,Wagon R 1.0,Automatic,6692,1st Owner,Petrol,MH-01,Nagpur,501000
2017,Maruti,Swift Dzire,Manual,72575,1st Owner,Petrol,GJ-01,Ahmedabad,538000
2020,Maruti,S PRESSO,Manual,19126,1st Owner,CNG,MH-46,Navi Mumbai,496000
2013,Maruti,Swift Dzire,Manual,80318,2nd Owner,Petrol,DL-3C,New Delhi,314000
2020,Maruti,Vitara Brezza,Automatic,39570,1st Owner,Petrol,TN-04,Coimbatore,947000
2018,Maruti,Wagon R 1.0,Manual,37315,1st Owner,CNG,MH-03,Mumbai,443000
2019,Maruti,Baleno,Manual,38368,2nd Owner,Petrol,GJ-01,Ahmedabad,645000
2016,Mahindra,Kuv100,Manual,103614,1st Owner,Petrol,BR-01,Patna,286000
2015,Maruti,Swift,Manual,91087,1st Owner,Petrol,KA-01,Bengaluru,551000
2020,Maruti,Alto,Manual,16411,1st Owner,Petrol,HR-20,New Delhi,391000
2017,Maruti,Alto 800,Manual,22490,1st Owner,Petrol,MH-12,Pune,341000
2022,Tata,PUNCH,Manual,8861,1st Owner,Petrol,KL-01,Kochi,852000
2017,Maruti,Baleno,Manual,79894,1st Owner,Petrol,KA-05,Bengaluru,653000
2017,Hyundai,Elite i20,Manual,41497,1st Owner,Petrol,GJ-27,Ahmedabad,658000
2021,Maruti,Ciaz,Manual,31638,1st Owner,Petrol,TS-07,Hyderabad,951000
2016,Maruti,Alto 800,Manual,60497,1st Owner,Petrol,TN-99,Coimbatore,307000
2010,Maruti,Ritz,Manual,86997,1st Owner,Diesel,KA-05,Bengaluru,329000
2019,Hyundai,NEW SANTRO,Manual,74504,1st Owner,Petrol,RJ-02,Mansarovar,404000
2019,Maruti,Ertiga,Automatic,33340,1st Owner,Petrol,HR-36,Gurugram,887000
2019,Hyundai,Grand i10,Manual,20552,1st Owner,Petrol,UP-78,Lucknow,531000
2014,Hyundai,Elite i20,Manual,101010,2nd Owner,CNG,MH-04,Nagpur,476000
2020,Maruti,Dzire,Automatic,25928,1st Owner,Petrol,GJ-06,Ahmedabad,872000
2018,Maruti,Vitara Brezza,Automatic,66502,1st Owner,Diesel,UP-37,Noida,791000
2017,Maruti,Dzire,Manual,54633,1st Owner,Petrol,TS-11,Hyderabad,638000
2018,Hyundai,Grand i10,Manual,73914,1st Owner,Petrol,UP-32,Lucknow,498000
2017,Hyundai,Elite i20,Manual,44783,1st Owner,CNG,DL-8C,New Delhi,528000
2017,Maruti,IGNIS,Manual,18649,1st Owner,Petrol,KA-05,Bengaluru,640000
2011,Toyota,Etios,Manual,96850,2nd Owner,Petrol,KA-04,Bengaluru,332000
2015,Ford,Ecosport,Automatic,67486,3rd Owner,Petrol,MH-02,Pune,505000
2017,Renault,Kwid,Manual,64024,1st Owner,Petrol,KA-02,Bengaluru,374000
2022,Tata,Tiago,Manual,21497,1st Owner,CNG,MH-12,Pune,807000
2020,Datsun,Redi Go,Automatic,40847,1st Owner,Petrol,BR-31,Patna,407000
2016,Hyundai,Grand i10,Manual,46894,3rd Owner,Petrol,KA-01,Bengaluru,488000
2017,Honda,City,Manual,27994,2nd Owner,Petrol,MH-12,Pune,782000
2018,Maruti,IGNIS,Automatic,81236,1st Owner,CNG,UP-14,Noida,521000
2010,Volkswagen,Polo,Manual,102254,2nd Owner,Petrol,DL-8C,Noida,192000
2017,Skoda,Rapid,Automatic,46383,2nd Owner,Diesel,KA-04,Bengaluru,981000
2017,Renault,Kwid,Automatic,53464,1st Owner,Petrol,MH-12,Pune,452000
2018,Maruti,IGNIS,Manual,55043,1st Owner,Petrol,MH-12,Pune,477000
2019,Ford,FREESTYLE,Manual,17523,1st Owner,Petrol,DL-10,New Delhi,583000
2012,Maruti,Alto K10,Manual,30029,1st Owner,Petrol,HR-23,New Delhi,201650
2021,Hyundai,GRAND I10 NIOS,Manual,17686,1st Owner,CNG,UP-32,Lucknow,656000
2018,Hyundai,Verna,Automatic,29410,1st Owner,Petrol,DL-3C,Gurugram,1011000
2021,Toyota,URBAN CRUISER,Manual,48655,1st Owner,Petrol,KA-47,Bengaluru,924000
2016,Hyundai,Elite i20,Manual,47045,1st Owner,Petrol,TN-20,Chennai,647650
2019,Hyundai,GRAND I10 NIOS,Manual,18223,1st Owner,Petrol,DL-10,Noida,580000
2018,Honda,Jazz,Automatic,34991,1st Owner,Petrol,HR-51,Gurugram,647000
2020,Maruti,Baleno,Manual,13074,1st Owner,Petrol,KL-01,Kochi,815000
2014,Maruti,Swift Dzire,Manual,56357,1st Owner,Diesel,HR-31,Chandigarh,424000
2016,Hyundai,Creta,Manual,62663,2nd Owner,Petrol,DL-9C,New Delhi,722000
2020,Maruti,Celerio,Manual,25268,1st Owner,Petrol,MP-04,Lasudia Mori,433000
2016,Honda,Jazz,Manual,68927,1st Owner,Petrol,DL-12,Gurugram,566000
2015,Maruti,Swift,Manual,88737,1st Owner,Petrol,HR-26,New Delhi,365000
2015,Hyundai,Elite i20,Manual,59287,2nd Owner,Petrol,MH-02,Mumbai,457000
2013,Hyundai,Santro Xing,Manual,37987,1st Owner,Petrol,DL-12,Noida,232000
2011,Hyundai,i10,Manual,23029,1st Owner,Petrol,KA-03,Bengaluru,341000
2016,Maruti,Alto 800,Manual,88255,2nd Owner,Petrol,KA-41,Bengaluru,278000
2018,Maruti,Celerio X,Manual,63618,1st Owner,Petrol,KA-05,Bengaluru,523000
2019,Maruti,Swift,Manual,32501,1st Owner,Petrol,HR-72,Gurugram,567000
2016,Hyundai,i10,Manual,42444,1st Owner,Petrol,KA-51,Bengaluru,396000
2016,Honda,City,Manual,43238,2nd Owner,Petrol,KA-03,Bengaluru,732000
2019,Honda,City,Automatic,30440,2nd Owner,Petrol,TN-14,Chennai,1194000
2020,Maruti,Alto,Manual,13864,1st Owner,Petrol,WB-02,Kolkata,336000
2021,Maruti,Celerio,Automatic,3731,1st Owner,Petrol,UP-32,Lucknow,654000
2017,Hyundai,Grand i10,Automatic,57438,2nd Owner,Petrol,DL-7C,New Delhi,489000
2016,Hyundai,Elite i20,Manual,53789,1st Owner,Petrol,KA-53,Bengaluru,706000
2014,Maruti,Swift Dzire,Manual,35946,1st Owner,Diesel,HR-36,Faridabad,423000
2018,Honda,WR-V,Manual,27235,1st Owner,Petrol,HR-36,Gurugram,619000
2021,Hyundai,VENUE,Manual,40565,1st Owner,Petrol,BR-01,Patna,917000
2015,Hyundai,Elite i20,Manual,102887,1st Owner,Petrol,KA-02,Bengaluru,601000
2022,Maruti,Ciaz,Manual,15992,1st Owner,Petrol,TS-08,Hyderabad,945000
2013,Mahindra,Bolero,Manual,83078,2nd Owner,Diesel,HR-03,Chandigarh,411000
2014,Maruti,Swift,Manual,118111,1st Owner,Diesel,KA-01,Bengaluru,532000
2018,Hyundai,Elite i20,Manual,46184,2nd Owner,Petrol,HR-16,Chandigarh,574000
2018,Ford,Ecosport,Automatic,21738,1st Owner,Petrol,KA-03,Bengaluru,912000
2020,Hyundai,Verna,Manual,72640,1st Owner,Diesel,GJ-18,Ahmedabad,1348000
2011,Toyota,Etios,Manual,57187,1st Owner,Petrol,DL-4C,Noida,270000
2010,Toyota,Corolla Altis,Manual,69700,2nd Owner,Petrol,DL-7C,Noida,238000
2016,Maruti,Alto 800,Manual,35847,1st Owner,Petrol,MH-48,Mumbai,264000
2019,Maruti,Vitara Brezza,Manual,41265,2nd Owner,Diesel,GJ-03,Ahmedabad,914000
2015,Maruti,Swift Dzire,Manual,43727,1st Owner,Petrol,MH-12,Pune,486000
2016,Honda,City,Manual,71731,2nd Owner,Petrol,HR-51,Faridabad,627000
2022,Maruti,S PRESSO,Manual,3878,1st Owner,Petrol,HR-98,Noida,514000
2018,Mahindra,KUV 100 NXT,Manual,61528,2nd Owner,Petrol,GJ-05,Surat,382000
2014,Honda,City,Manual,53426,2nd Owner,Petrol,UP-16,Ghaziabad,565000
2016,Honda,Jazz,Manual,61496,1st Owner,Petrol,DL-10,New Delhi,465000
2022,Toyota,Fortuner,Manual,5830,1st Owner,Petrol,HR-98,Gurugram,3300000
2019,Hyundai,Elite i20,Manual,56593,1st Owner,Petrol,MH-14,Nagpur,605000
2014,Maruti,Swift Dzire,Manual,35872,1st Owner,Petrol,WB-02,Kolkata,336000
2013,Maruti,Ertiga,Manual,84558,2nd Owner,CNG,MH-43,Mumbai,585350
2011,Hyundai,i10,Manual,96116,2nd Owner,Petrol,KA-04,Bengaluru,292000
2014,Hyundai,Elite i20,Manual,29018,1st Owner,Petrol,DL-7C,Faridabad,441000
2017,Volkswagen,Vento,Automatic,67533,1st Owner,Petrol,MH-04,Nasik,650000
2016,Maruti,Vitara Brezza,Manual,99232,1st Owner,Diesel,KA-50,Bengaluru,830000
2011,Honda,City,Automatic,56389,2nd Owner,Petrol,DL-3C,New Delhi,316000
2017,Hyundai,Grand i10,Manual,16634,2nd Owner,Petrol,KA-51,Bengaluru,533000
2016,Hyundai,Creta,Manual,48428,1st Owner,Petrol,HR-11,Gurugram,788000
2014,Renault,Duster,Manual,94879,1st Owner,Diesel,TS-07,Hyderabad,454000
2014,Maruti,Alto 800,Manual,42988,2nd Owner,Petrol,TN-12,Chennai,271000
2017,Maruti,Alto K10,Manual,48220,1st Owner,Petrol,PB-65,Ludhiana,362000
2013,Hyundai,Verna,Manual,77357,2nd Owner,Diesel,KA-05,Bengaluru,567000
2018,Hyundai,NEW SANTRO,Manual,50669,1st Owner,CNG,MH-03,Mumbai,541000
2019,Hyundai,Grand i10,Manual,17925,1st Owner,Petrol,HR-26,Faridabad,518000
2016,Maruti,Swift Dzire,Manual,34483,1st Owner,Petrol,MH-46,Navi Mumbai,511000
2014,Honda,City,Manual,109832,2nd Owner,Petrol,TS-07,Hyderabad,525000
2019,Hyundai,NEW SANTRO,Manual,24043,1st Owner,Petrol,HR-87,Gurugram,483000
2014,Maruti,Ritz,Manual,32907,2nd Owner,Petrol,MH-12,Pune,315000
2017,Honda,City,Manual,91910,1st Owner,Petrol,HR-26,New Delhi,695000
2012,Maruti,Ritz,Manual,96607,1st Owner,Diesel,KA-03,Bengaluru,355000
2018,Maruti,Swift,Automatic,70690,1st Owner,Diesel,KA-09,Bengaluru,745000
2017,Datsun,Redi Go,Manual,28545,1st Owner,Petrol,TS-07,Hyderabad,314000
2019,Hyundai,Grand i10,Manual,69561,2nd Owner,CNG,GJ-04,Ahmedabad,566000
2021,Tata,ALTROZ,Manual,19164,1st Owner,Petrol,TN-23,Chennai,626000
2020,Maruti,Alto,Manual,25167,1st Owner,Petrol,MP-09,Lasudia Mori,363000
2012,Honda,City,Manual,61301,2nd Owner,Petrol,GJ-10,Rajkot,371000
2018,Maruti,Celerio,Manual,90193,1st Owner,CNG,MH-14,Pune,482000
2018,Toyota,YARIS,Automatic,32523,1st Owner,Petrol,GJ-01,Ahmedabad,839000
2017,Hyundai,Grand i10,Automatic,89733,1st Owner,Petrol,HR-26,New Delhi,499000
2015,Maruti,Alto 800,Manual,32914,1st Owner,Petrol,MH-31,Nagpur,255000
2020,KIA,SONET,Automatic,52138,1st Owner,Diesel,KA-19,Bengaluru,1227000
2015,Hyundai,Creta,Manual,39584,1st Owner,Petrol,MH-47,Mumbai,807400
2016,Volkswagen,Vento,Manual,103777,1st Owner,Petrol,TN-09,Chennai,628000
2019,Maruti,S PRESSO,Automatic,77415,1st Owner,Petrol,TS-07,Hyderabad,499000
2022,Maruti,Celerio,Manual,3592,1st Owner,Petrol,UP-32,Lucknow,600000
2018,Maruti,Swift,Manual,69176,1st Owner,Petrol,CH-01,Chandigarh,616000
2016,Maruti,Baleno,Manual,21825,1st Owner,Petrol,WB-02,Kolkata,479000
2019,Maruti,Swift,Manual,74999,1st Owner,Diesel,MP-04,Lasudia Mori,661000
2015,Maruti,Swift Dzire,Manual,34387,2nd Owner,Petrol,DL-1C,Noida,445400
2020,Tata,Tiago,Manual,15907,2nd Owner,Petrol,TS-08,Hyderabad,537000
2015,Maruti,Celerio,Automatic,56150,1st Owner,Petrol,KA-05,Bengaluru,451000
2022,Maruti,IGNIS,Manual,8463,1st Owner,Petrol,TN-25,Chennai,668000
2013,Maruti,Ritz,Manual,84200,1st Owner,Diesel,AP-29,Hyderabad,365000
2018,Maruti,Wagon R 1.0,Manual,37824,2nd Owner,CNG,MH-01,Navi Mumbai,416000
2019,Renault,Kwid,Manual,37025,1st Owner,Petrol,RJ-02,Mansarovar,323000
2015,Hyundai,Elite i20,Manual,78240,1st Owner,Petrol,MH-05,Mumbai,501000
2019,Honda,Amaze,Manual,44514,1st Owner,Petrol,BR-01,Patna,479000
2017,Maruti,IGNIS,Manual,47470,1st Owner,Petrol,KA-03,Bengaluru,502000
2014,Hyundai,New Elantra,Manual,110827,1st Owner,Diesel,MH-02,Mumbai,598000
2019,Maruti,Alto K10,Manual,61935,1st Owner,CNG,HR-51,New Delhi,387000
2019,Hyundai,Creta,Manual,48183,2nd Owner,Petrol,WB-50,Kolkata,870000
2019,Hyundai,Creta,Manual,15589,1st Owner,Petrol,DL-12,New Delhi,1056000
2012,Maruti,Swift Dzire,Manual,64302,1st Owner,Petrol,KA-04,Bengaluru,408000
2012,Maruti,Swift Dzire,Manual,83758,1st Owner,Petrol,KA-03,Bengaluru,423000
2014,Hyundai,Elite i20,Manual,69351,1st Owner,Petrol,MH-02,Mumbai,430000
2019,Hyundai,Elite i20,Manual,83298,1st Owner,Petrol,TN-05,Chennai,640000
2020,Maruti,Celerio,Manual,37570,1st Owner,Petrol,GJ-30,Ahmedabad,483000
2017,Mahindra,XUV500,Automatic,55456,1st Owner,Diesel,MH-47,Navi Mumbai,1119000
2019,Ford,New Figo,Automatic,43159,1st Owner,Petrol,MH-12,Pune,669000
2015,Maruti,Swift,Manual,25610,1st Owner,Petrol,MH-40,Nagpur,523000
2020,Maruti,S PRESSO,Automatic,51724,1st Owner,Petrol,TN-09,Chennai,529000
2020,Hyundai,GRAND I10 NIOS,Automatic,21360,1st Owner,Petrol,TS-15,Hyderabad,746000
2011,Hyundai,Verna,Automatic,71447,2nd Owner,Petrol,AP-09,Hyderabad,419000
2021,Volkswagen,Polo,Manual,30088,1st Owner,Petrol,TS-07,Hyderabad,761000
2015,Ford,Ecosport,Manual,81297,1st Owner,Petrol,DL-8C,New Delhi,529000
2016,Volkswagen,Vento,Automatic,41472,2nd Owner,Petrol,MH-04,Navi Mumbai,603000
2017,Hyundai,Verna,Manual,84614,1st Owner,Diesel,MH-12,Pune,975000
2013,Honda,Amaze,Manual,73980,1st Owner,Petrol,WB-02,Kolkata,298000
2013,Hyundai,Verna,Manual,97451,1st Owner,Petrol,KA-03,Bengaluru,517000
2017,Hyundai,Grand i10,Manual,40795,1st Owner,Petrol,DL-4C,Noida,474000
2019,Hyundai,NEW SANTRO,Manual,17629,1st Owner,Petrol,HR-51,Gurugram,445000
2017,Maruti,Baleno,Automatic,33669,2nd Owner,Petrol,MH-12,Pune,675000
2017,Hyundai,Elite i20,Manual,49327,2nd Owner,CNG,DL-8C,Noida,552250
2021,Hyundai,NEW SANTRO,Manual,18055,1st Owner,Petrol,TN-12,Chennai,513000
2015,Renault,Kwid,Manual,25736,1st Owner,Petrol,MH-05,Nasik,286000
2017,Hyundai,Elite i20,Manual,29591,1st Owner,Petrol,KA-41,Bengaluru,709000
2015,Skoda,Rapid,Automatic,93424,2nd Owner,Diesel,KA-01,Bengaluru,533000
2017,Hyundai,Verna,Manual,51819,1st Owner,Petrol,TN-02,Chennai,795000
2016,Mahindra,TUV300,Automatic,73195,2nd Owner,Diesel,KA-03,Bengaluru,697000
2017,Hyundai,Grand i10,Manual,114945,1st Owner,CNG,GJ-24,Ahmedabad,484000
2013,Hyundai,i20,Manual,56022,3rd Owner,Petrol,TN-01,Chennai,348000
2021,Renault,Kiger,Manual,7450,1st Owner,Petrol,UP-78,Ghaziabad,739000
2017,Ford,Ecosport,Manual,51665,1st Owner,Diesel,HR-34,New Delhi,625000
2013,Nissan,Terrano,Manual,92642,1st Owner,Diesel,MH-01,Nasik,462000
2019,Renault,TRIBER,Manual,50027,1st Owner,Petrol,TN-05,Chennai,606000
2017,Maruti,Celerio,Manual,26616,1st Owner,Petrol,KA-41,Bengaluru,450000
2017,Tata,Tiago,Automatic,29594,1st Owner,Petrol,TN-06,Chennai,524000
2017,Ford,Ecosport,Automatic,41247,1st Owner,Petrol,MH-04,Navi Mumbai,776000
2016,Maruti,Alto K10,Manual,44754,2nd Owner,Petrol,TN-04,Chennai,285000
2019,Renault,Kwid,Manual,12153,1st Owner,Petrol,DL-12,Gurugram,444000
2021,Toyota,Glanza,Manual,24378,1st Owner,Petrol,HR-82,Gurugram,759000
2017,Hyundai,Grand i10,Manual,22294,1st Owner,Petrol,GJ-06,Ahmedabad,571000
2012,Hyundai,i10,Manual,55483,2nd Owner,Petrol,MH-14,Pune,281000
2021,Renault,Kiger,Automatic,13505,1st Owner,Petrol,TS-07,Hyderabad,981000
2022,Hyundai,VENUE,Automatic,6743,1st Owner,Petrol,CH-01,Chandigarh,1231000
2010,Maruti,Swift,Manual,91819,2nd Owner,Petrol,TN-07,Chennai,328000
2013,Maruti,Alto 800,Manual,59845,1st Owner,Petrol,KA-41,Bengaluru,253000
2018,Hyundai,Verna,Manual,28388,1st Owner,Petrol,TS-09,Hyderabad,781000
2019,Maruti,Baleno,Manual,49217,1st Owner,Petrol,GJ-01,Ahmedabad,640000
2015,Honda,City,Manual,69791,1st Owner,Petrol,TS-09,Hyderabad,638000
2022,Hyundai,NEW I20,Manual,17575,1st Owner,Petrol,MH-03,Mumbai,1042000
2021,Renault,TRIBER,Automatic,15063,1st Owner,Petrol,TN-13,Chennai,798000
2019,Hyundai,Grand i10,Manual,68298,1st Owner,Petrol,PB-10,Chandigarh,545000
2012,Hyundai,i20,Manual,46802,2nd Owner,Petrol,MH-12,Pune,359000
2019,Maruti,Baleno,Manual,57203,1st Owner,Petrol,UP-78,Lucknow,610000
2014,Volkswagen,Polo,Manual,29849,1st Owner,Petrol,MH-12,Pune,517000
2010,Maruti,Wagon R,Manual,87778,1st Owner,Petrol,KL-07,Kochi,179000
2020,Maruti,Vitara Brezza,Manual,38639,1st Owner,Petrol,GJ-01,Ahmedabad,752000
2017,Maruti,Swift,Manual,14097,2nd Owner,Petrol,DL-8C,Noida,518000
2022,Renault,Kwid,Manual,4139,1st Owner,Petrol,GJ-01,Ahmedabad,551000
2016,Maruti,Baleno,Manual,38153,1st Owner,Petrol,KA-03,Bengaluru,714000
2016,Maruti,Alto 800,Manual,60610,2nd Owner,Petrol,TS-07,Hyderabad,252000
2018,Hyundai,Verna,Manual,20866,1st Owner,Petrol,TS-09,Hyderabad,862000
2018,Tata,TIGOR,Manual,40031,1st Owner,Petrol,DL-2C,Gurugram,527000
2021,Maruti,New Wagon-R,Manual,14184,2nd Owner,CNG,MH-05,Navi Mumbai,593000
2020,Maruti,Baleno,Manual,23849,1st Owner,Petrol,HR-26,New Delhi,705000
2018,Honda,WR-V,Manual,44004,2nd Owner,Diesel,TN-07,Chennai,739000
2020,Hyundai,Elite i20,Manual,44394,1st Owner,Petrol,HR-51,Gurugram,669000
2019,Maruti,Celerio,Manual,69720,1st Owner,CNG,MH-14,Pune,510000
2019,Maruti,Celerio,Manual,53268,1st Owner,CNG,TS-07,Hyderabad,523000
2016,Hyundai,Grand i10,Manual,56280,2nd Owner,Petrol,MH-04,Nasik,386000
2018,Volkswagen,Ameo,Manual,19158,1st Owner,Petrol,TN-59,Coimbatore,654000
2022,Hyundai,Creta,Manual,4164,1st Owner,Diesel,MH-14,Pune,1449000
2016,Honda,Jazz,Manual,90773,2nd Owner,Petrol,KA-05,Bengaluru,607000
2011,Hyundai,i10,Manual,116177,1st Owner,Petrol,BR-06,Patna,222000
2021,Maruti,New Wagon-R,Manual,63818,1st Owner,CNG,HR-26,New Delhi,564200
2012,Maruti,Swift,Manual,37480,2nd Owner,Petrol,MH-01,Mumbai,347000
2022,Tata,Tiago,Manual,1410,1st Owner,CNG,WB-06,Kolkata,607000
2016,Maruti,Swift Dzire,Manual,102359,1st Owner,Petrol,KA-05,Bengaluru,455000
2015,Skoda,Octavia,Automatic,82265,2nd Owner,Diesel,TS-09,Hyderabad,848000
2016,Hyundai,i10,Manual,29960,1st Owner,Petrol,KA-03,Bengaluru,408000
2010,Maruti,Wagon R 1.0,Manual,108430,1st Owner,Petrol,WB-26,Kolkata,168000
2010,Hyundai,i10,Manual,42521,2nd Owner,Petrol,KA-51,Bengaluru,251000
2016,Hyundai,New Elantra,Automatic,99120,1st Owner,Diesel,KA-02,Bengaluru,939000
2017,Hyundai,Eon,Manual,50894,1st Owner,Petrol,RJ-14,Mansarovar,287650
2016,Maruti,Baleno,Manual,75876,1st Owner,Petrol,TN-14,Chennai,590000
2017,Maruti,Ciaz,Manual,61456,1st Owner,Diesel,HR-87,New Delhi,547000
2011,Maruti,Wagon R 1.0,Manual,45040,2nd Owner,CNG,DL-8C,New Delhi,234000
2017,Maruti,IGNIS,Automatic,74643,1st Owner,Petrol,KA-06,Bengaluru,530000
2019,Maruti,Vitara Brezza,Automatic,80511,1st Owner,Diesel,KA-03,Bengaluru,857000
2018,Nissan,Micra Active,Manual,26348,1st Owner,Petrol,UP-32,Lucknow,452000
2020,Maruti,S Cross,Manual,6133,1st Owner,Petrol,GJ-03,Ahmedabad,911000
2017,Toyota,Corolla Altis,Manual,49543,1st Owner,Petrol,CH-01,Chandigarh,982000
2022,Maruti,Ciaz,Manual,17034,1st Owner,Petrol,GJ-18,Ahmedabad,1049000
2015,Maruti,Alto K10,Automatic,24361,2nd Owner,Petrol,DL-3C,Noida,303000
2019,Maruti,Alto 800,Manual,42212,1st Owner,Petrol,RJ-02,Mansarovar,342000
2020,Maruti,Alto,Manual,44956,1st Owner,Petrol,HR-80,Rohtak,347000
2018,Maruti,Swift,Manual,30426,1st Owner,Petrol,KA-02,Bengaluru,613000
2017,Honda,City,Manual,59373,1st Owner,Diesel,KA-04,Bengaluru,1014000
2019,Hyundai,Grand i10,Manual,17480,1st Owner,Petrol,KA-53,Bengaluru,638000
2015,Maruti,Swift,Manual,47507,3rd Owner,Petrol,MH-03,Pune,462000
2017,Renault,Duster,Manual,49576,2nd Owner,Petrol,KA-02,Bengaluru,735000
2022,Mahindra,BOLERO NEO,Manual,63752,1st Owner,Diesel,TS-09,Hyderabad,1217000
2013,Honda,Brio,Manual,70569,1st Owner,Petrol,GJ-05,Surat,328000
2021,Maruti,New Wagon-R,Manual,17189,1st Owner,CNG,DL-3C,New Delhi,599000
2019,Hyundai,NEW SANTRO,Manual,62135,1st Owner,Petrol,MH-31,Nagpur,495000
2018,Volkswagen,Polo,Manual,25316,2nd Owner,Petrol,TN-07,Chennai,554000
2019,Maruti,Alto,Manual,41958,1st Owner,Petrol,KA-51,Bengaluru,393000
2019,Maruti,Baleno,Manual,48397,2nd Owner,Petrol,DL-8C,Gurugram,550000
2017,Maruti,Baleno,Manual,95619,1st Owner,Petrol,WB-02,Kolkata,457000
2021,KIA,SONET,Manual,27698,1st Owner,Diesel,UP-32,Noida,900000
2022,Maruti,Baleno,Manual,20543,1st Owner,Petrol,GJ-06,Ahmedabad,729000
2018,Maruti,Baleno,Manual,44712,1st Owner,Petrol,MH-02,Mumbai,614000
2020,Hyundai,VENUE,Manual,50646,1st Owner,Petrol,TS-08,Hyderabad,929000
2016,Hyundai,Grand i10,Manual,86978,1st Owner,Diesel,GJ-01,Ahmedabad,400000
2013,Maruti,Swift,Manual,45087,2nd Owner,Diesel,BR-01,Patna,277000
2017,Maruti,Baleno,Automatic,22356,1st Owner,Petrol,TS-10,Hyderabad,753000
2019,Tata,TIGOR,Automatic,17960,2nd Owner,Petrol,TN-31,Chennai,673000
2017,Renault,Kwid,Manual,39992,2nd Owner,Petrol,TS-08,Hyderabad,338000
2020,Volkswagen,Vento,Manual,69513,2nd Owner,Petrol,GJ-24,Ahmedabad,792000
2017,Maruti,Alto K10,Manual,65463,1st Owner,Petrol,MP-37,Lasudia Mori,334000
2017,Honda,City,Automatic,58989,1st Owner,Petrol,DL-14,Gurugram,913000
2022,Renault,TRIBER,Automatic,4196,1st Owner,Petrol,DL-12,New Delhi,794000
2012,Honda,Brio,Manual,78175,3rd Owner,Petrol,HR-51,Faridabad,244000
2021,Tata,NEXON,Automatic,12315,1st Owner,Petrol,PB-65,Chandigarh,1074000
2010,Volkswagen,Polo,Manual,77436,1st Owner,Petrol,WB-06,Kolkata,211000
2021,Honda,City,Manual,10949,1st Owner,Petrol,KA-02,Bengaluru,1176000
2018,Maruti,IGNIS,Manual,103763,1st Owner,Petrol,TS-15,Hyderabad,397000
2021,Toyota,URBAN CRUISER,Automatic,37618,1st Owner,Petrol,BR-01,Patna,1010000
2010,Maruti,Alto,Manual,244253,1st Owner,Petrol,TN-10,Chennai,192000
2017,Maruti,Baleno,Automatic,87044,1st Owner,Petrol,MH-02,Mumbai,565000
2019,Honda,Amaze,Automatic,38038,1st Owner,Petrol,TS-08,Hyderabad,742000
2015,Hyundai,Grand i10,Manual,82375,2nd Owner,Petrol,DL-1C,Gurugram,363000
2010,Maruti,Ritz,Manual,91149,2nd Owner,Petrol,KA-04,Bengaluru,313000
2018,Maruti,Wagon R 1.0,Automatic,10409,1st Owner,Petrol,MH-02,Nagpur,486000
2018,Maruti,Dzire,Automatic,62414,1st Owner,Petrol,TS-08,Hyderabad,684000
2017,Hyundai,Elite i20,Manual,63734,2nd Owner,Diesel,TN-09,Chennai,646000
2018,Maruti,Alto K10,Manual,35434,1st Owner,Petrol,TS-08,Hyderabad,379000
2019,Maruti,Vitara Brezza,Manual,58894,1st Owner,Diesel,DL-3C,Gurugram,725000
2015,Maruti,Wagon R 1.0,Manual,27588,1st Owner,Petrol,MP-19,Lasudia Mori,372000
2016,Maruti,Baleno,Manual,92262,1st Owner,Petrol,UP-14,Noida,471000
2016,Maruti,Celerio,Automatic,61337,1st Owner,Petrol,TS-08,Hyderabad,431000
2016,Maruti,Celerio,Automatic,38082,2nd Owner,Petrol,TS-10,Hyderabad,461000
2019,Maruti,Swift,Manual,37732,1st Owner,Petrol,MP-09,Lasudia Mori,601000
2020,Maruti,S PRESSO,Manual,47417,1st Owner,CNG,MH-14,Pune,440000
2020,Maruti,Baleno,Automatic,54205,1st Owner,Petrol,HR-98,New Delhi,675000
2017,Maruti,Baleno,Manual,100102,1st Owner,Petrol,HR-26,New Delhi,485000
